"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Pike Pushup",,"",2,"normal",,6,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Pike Pushup",,"",3,"normal",,6,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Dumbbell Row",,"",0,"normal",15,14,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Dumbbell Row",,"",1,"normal",15,14,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Dumbbell Row",,"",2,"normal",15,14,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Seated Overhead Press (Dumbbell)",,"",0,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Seated Overhead Press (Dumbbell)",,"",1,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Seated Overhead Press (Dumbbell)",,"",2,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Hammer Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Hammer Curl (Dumbbell)",,"",1,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Hammer Curl (Dumbbell)",,"",2,"normal",15,10,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",10,20,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",10,20,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",10,20,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Allenamento serale 🏋️","15 May 2025, 18:22","15 May 2025, 19:47","","Running",,"",0,"normal",,,4.5,1500,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lateral Raise (Dumbbell)",,"",0,"normal",12,12,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lateral Raise (Dumbbell)",,"",1,"normal",12,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Skullcrusher (Dumbbell)",,"",0,"normal",14,8,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Skullcrusher (Dumbbell)",,"",1,"normal",14,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Skullcrusher (Dumbbell)",,"",2,"normal",14,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Hanging Knee Raise",,"",0,"normal",,20,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Hanging Knee Raise",,"",1,"normal",,15,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Hanging Knee Raise",,"",2,"normal",,20,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Incline Bench Press (Dumbbell)",,"",0,"normal",52,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Incline Bench Press (Dumbbell)",,"",1,"normal",52,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Low Cable Fly Crossovers",,"",0,"normal",7.5,12,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Low Cable Fly Crossovers",,"",1,"normal",10,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Low Cable Fly Crossovers",,"",2,"normal",10,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",10,8,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",10,8,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10,8,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,10,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,8,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Sit Up",,"",0,"normal",,20,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Sit Up",,"",1,"normal",,20,,,
"Allenamento mattutino ☀️","14 May 2025, 07:32","14 May 2025, 08:31","","Sit Up",,"",2,"normal",,20,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Squat (Barbell)",,"",0,"normal",20,20,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Squat (Barbell)",,"",1,"normal",50,10,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Squat (Barbell)",,"",2,"normal",50,10,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Squat (Barbell)",,"",3,"normal",50,10,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Leg Press (Machine)",,"",0,"normal",120,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Leg Press (Machine)",,"",1,"normal",120,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Leg Press (Machine)",,"",2,"normal",120,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Seated Leg Curl (Machine)",,"",0,"normal",55,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Seated Leg Curl (Machine)",,"",1,"normal",55,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Seated Leg Curl (Machine)",,"",2,"normal",55,8,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Glute Bridge",,"",0,"normal",,30,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Glute Bridge",,"",1,"normal",,30,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Glute Bridge",,"",2,"normal",,30,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Crunch",,"",0,"normal",,30,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Crunch",,"",1,"normal",,30,,,
"Giorno 2: Gambe e spalle","13 May 2025, 07:12","13 May 2025, 07:59","","Crunch",,"",2,"normal",,30,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Bench Press (Barbell)",,"",0,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Bench Press (Barbell)",,"",1,"normal",75,8,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Bench Press (Barbell)",,"",2,"normal",80,4,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Bench Press (Barbell)",,"",3,"normal",80,4,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Hammer Curl (Dumbbell)",,"",0,"normal",17.5,8,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Hammer Curl (Dumbbell)",,"",1,"normal",17.5,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Hammer Curl (Dumbbell)",,"",2,"normal",17.5,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Preacher Curl (Barbell)",,"",0,"normal",35,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Preacher Curl (Barbell)",,"",1,"normal",35,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Preacher Curl (Barbell)",,"",2,"normal",35,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Preacher Curl (Barbell)",,"",3,"normal",35,9,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lat Pulldown (Cable)",,"",0,"normal",65,6,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lat Pulldown (Cable)",,"",1,"normal",65,6,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lat Pulldown (Cable)",,"",2,"normal",65,6,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Cable Fly Crossovers",,"",0,"normal",15,12,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Cable Fly Crossovers",,"",1,"normal",15,10,,,
"Giorno 1: Petto e bicipiti","12 May 2025, 18:09","12 May 2025, 19:25","","Cable Fly Crossovers",,"",2,"normal",17.5,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",10,20,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",10,20,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",10,20,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Bicep Curl (Dumbbell)",,"",0,"normal",17.5,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Bicep Curl (Dumbbell)",,"",1,"normal",17.5,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Bicep Curl (Dumbbell)",,"",2,"normal",17.5,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Bicep Curl (Dumbbell)",,"",3,"normal",17.5,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Bicep Curl (Dumbbell)",,"",4,"normal",20,4,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Wide Pull Up",,"",0,"normal",,14,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Wide Pull Up",,"",1,"normal",,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Wide Pull Up",,"",2,"normal",,8,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Overhead Press (Barbell)",,"",0,"normal",40,5,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Overhead Press (Barbell)",,"",1,"normal",40,3,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Overhead Press (Barbell)",,"",2,"normal",40,4,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Pike Pushup",,"",0,"normal",,3,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Pike Pushup",,"",1,"normal",,3,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Pike Pushup",,"",2,"normal",,3,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Push Up",,"",0,"normal",,20,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Push Up",,"",1,"normal",,20,,,
"Allenamento mattutino ☀️","10 May 2025, 11:43","10 May 2025, 12:39","","Push Up",,"",2,"normal",,20,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",0,"normal",,20,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",1,"normal",,20,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",2,"normal",,20,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",3,"normal",,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",4,"normal",,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",5,"normal",,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Push Up",,"",6,"normal",,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Seated Overhead Press (Dumbbell)",,"",0,"normal",16,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Seated Overhead Press (Dumbbell)",,"",1,"normal",16,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Seated Overhead Press (Dumbbell)",,"",2,"normal",16,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Hammer Curl (Dumbbell)",,"",0,"normal",16,10,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Hammer Curl (Dumbbell)",,"",1,"normal",16,12,,,
"Allenamento serale 🏋️","8 May 2025, 20:02","8 May 2025, 20:26","","Hammer Curl (Dumbbell)",,"",2,"normal",16,8,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Sit Up",,"",0,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Sit Up",,"",1,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Sit Up",,"",2,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Plank",,"",0,"normal",,,,60,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Plank",,"",1,"normal",,,,60,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Plank",,"",2,"normal",,,,60,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Glute Bridge",,"",0,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Glute Bridge",,"",1,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Glute Bridge",,"",2,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Shoulder Taps",,"",0,"normal",,50,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Shoulder Taps",,"",1,"normal",,50,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Shoulder Taps",,"",2,"normal",,50,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,10,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,10,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,8,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Push Up",,"",0,"normal",,30,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Push Up",,"",1,"normal",,20,,,
"Allenamento pomeridiano 💪","7 May 2025, 17:02","7 May 2025, 17:36","","Push Up",,"",2,"normal",,20,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Extension (Machine)",,"",0,"normal",70,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Extension (Machine)",,"",1,"normal",70,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Extension (Machine)",,"",2,"normal",75,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Leg Curl (Machine)",,"",0,"normal",55,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Leg Curl (Machine)",,"",1,"normal",55,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Leg Curl (Machine)",,"",2,"normal",55,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Press (Machine)",,"",0,"normal",100,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Press (Machine)",,"",1,"normal",100,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Leg Press (Machine)",,"",2,"normal",100,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",27.5,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",30,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",30,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Cable Fly Crossovers",,"",0,"normal",15,8,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Cable Fly Crossovers",,"",1,"normal",15,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Cable Fly Crossovers",,"",2,"normal",15,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Cable Fly Crossovers",,"",3,"normal",15,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Overhead Press (Dumbbell)",,"",0,"normal",18,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Overhead Press (Dumbbell)",,"",1,"normal",18,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Seated Overhead Press (Dumbbell)",,"",2,"normal",20,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Dumbbell Row",,"",0,"normal",18,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Dumbbell Row",,"",1,"normal",18,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Dumbbell Row",,"",2,"normal",18,10,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12,12,,,
"Giorno 2: Gambe e spalle","6 May 2025, 07:36","6 May 2025, 08:53","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12,12,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Bench Press (Barbell)",,"",0,"normal",60,12,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Bench Press (Barbell)",,"",1,"normal",80,6,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Bench Press (Barbell)",,"",3,"normal",80,5,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Chest Fly (Dumbbell)",,"",0,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Chest Fly (Dumbbell)",,"",1,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Chest Fly (Dumbbell)",,"",2,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Hammer Curl (Dumbbell)",,"",0,"normal",17.5,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Hammer Curl (Dumbbell)",,"",1,"normal",20,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Hammer Curl (Dumbbell)",,"",2,"normal",20,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,12,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,10,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lateral Raise (Cable)",,"",0,"normal",7.5,7,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lateral Raise (Cable)",,"",1,"normal",7.5,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Lateral Raise (Cable)",,"",2,"normal",7.5,8,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Triceps Dip",,"",0,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Triceps Dip",,"",1,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Triceps Dip",,"",2,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Glute Bridge",,"",0,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Glute Bridge",,"",1,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Glute Bridge",,"",2,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Crunch",,"",0,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Crunch",,"",1,"normal",,20,,,
"Giorno 1: Petto e bicipiti","5 May 2025, 17:52","5 May 2025, 19:17","","Crunch",,"",2,"normal",,20,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Alzate Laterali (Manubri) - Panca Inclinata",,"",0,"normal",9,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Alzate Laterali (Manubri) - Panca Inclinata",,"",1,"normal",9,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Alzate Laterali (Manubri) - Panca Inclinata",,"",2,"normal",9,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Alzate Laterali (Manubri) - Panca Inclinata",,"",3,"normal",9,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Incline Bench Press (Dumbbell)",,"",1,"normal",48,10,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Incline Bench Press (Dumbbell)",,"",2,"normal",48,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Incline Bench Press (Dumbbell)",,"",3,"normal",48,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Shoulder Press (Machine Plates)",,"",0,"normal",40,8,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Shoulder Press (Machine Plates)",,"",1,"normal",40,8,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Shoulder Press (Machine Plates)",,"",2,"normal",40,8,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Triceps Pushdown",,"",0,"normal",32.5,12,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Triceps Pushdown",,"",1,"normal",35,8,,,
"Allenamento a notte fonda 🌙","2 May 2025, 16:49","2 May 2025, 17:29","","Triceps Pushdown",,"",2,"normal",35,8,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Wide Pull Up",,"",0,"normal",,8,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Wide Pull Up",,"",1,"normal",,8,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Chin Up",,"",0,"normal",,10,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Triceps Dip",,"",0,"normal",,20,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Triceps Dip",,"",1,"normal",,20,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Triceps Dip",,"",2,"normal",,20,,,
"Allenamento mattutino ☀️","1 May 2025, 12:00","1 May 2025, 12:20","","Triceps Dip",,"",3,"normal",,20,,,
