"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Upright Row (Barbell)",,"",3,"normal",40,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Leg Extension (Machine)",,"",0,"normal",55,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Leg Extension (Machine)",,"",1,"normal",55,10,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Leg Extension (Machine)",,"",2,"normal",55,10,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Seated Leg Curl (Machine)",,"",0,"normal",45,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Seated Leg Curl (Machine)",,"",1,"normal",45,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Seated Leg Curl (Machine)",,"",2,"normal",45,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Lateral Raise (Dumbbell)",,"",0,"normal",9,10,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Lateral Raise (Dumbbell)",,"",1,"normal",9,10,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Lateral Raise (Dumbbell)",,"",2,"normal",9,12,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Lateral Raise (Dumbbell)",,"",3,"normal",9,10,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Arnold Press (Dumbbell)",,"",0,"normal",14,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Arnold Press (Dumbbell)",,"",1,"normal",14,8,,,
"Giorno 2: Gambe e spalle","26 Mar 2025, 07:36","26 Mar 2025, 08:36","","Arnold Press (Dumbbell)",,"",2,"normal",14,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Bench Press (Barbell)",,"",3,"normal",70,7,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",44,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chest Fly (Dumbbell)",,"",0,"normal",28,12,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chest Fly (Dumbbell)",,"",1,"normal",28,12,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chest Fly (Dumbbell)",,"",2,"normal",28,10,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chin Up",,"",0,"normal",,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chin Up",,"",1,"normal",,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Chin Up",,"",2,"normal",,6,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Hammer Curl (Dumbbell)",,"",0,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Hammer Curl (Dumbbell)",,"",1,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Hammer Curl (Dumbbell)",,"",2,"normal",16,6,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Concentration Curl",,"",0,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Concentration Curl",,"",1,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","25 Mar 2025, 17:32","25 Mar 2025, 18:32","","Concentration Curl",,"",2,"normal",16,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Seated Overhead Press (Dumbbell)",,"",0,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Seated Overhead Press (Dumbbell)",,"",1,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Seated Overhead Press (Dumbbell)",,"",2,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Leg Press Horizontal (Machine)",,"",0,"normal",120,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Leg Press Horizontal (Machine)",,"",1,"normal",120,4,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Leg Press Horizontal (Machine)",,"",2,"normal",100,10,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Hammer Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Hammer Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Hammer Curl (Dumbbell)",,"",2,"normal",15,8,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Push Up",,"",0,"normal",,20,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Push Up",,"",1,"normal",,20,,,
"Giorno 4: Total body","21 Mar 2025, 17:58","21 Mar 2025, 18:57","","Push Up",,"",2,"normal",,20,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown (Cable)",,"",0,"normal",60,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown (Cable)",,"",2,"normal",65,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown (Cable)",,"",3,"normal",65,61,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",10,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",10,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",55,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",55,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Triceps Pushdown",,"",0,"normal",30,12,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Triceps Pushdown",,"",1,"normal",32.5,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Triceps Pushdown",,"",2,"normal",32.5,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Triceps Pushdown",,"",3,"normal",32.5,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Triceps Dip",,"",0,"normal",,12,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Skullcrusher (Dumbbell)",,"",0,"normal",12,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Skullcrusher (Dumbbell)",,"",1,"normal",12,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Skullcrusher (Dumbbell)",,"",2,"normal",12,8,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",10,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",15,10,,,
"Giorno 3: Schiena e Tricipiti","19 Mar 2025, 07:35","19 Mar 2025, 08:39","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",20,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Squat (Barbell)",,"",0,"normal",20,20,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Squat (Barbell)",,"",1,"normal",60,6,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Squat (Barbell)",,"",2,"normal",60,6,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Squat (Barbell)",,"",3,"normal",60,6,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Upright Row (Barbell)",,"",0,"normal",40,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Upright Row (Barbell)",,"",1,"normal",40,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Upright Row (Barbell)",,"",2,"normal",40,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Leg Extension (Machine)",,"",0,"normal",55,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Leg Extension (Machine)",,"",1,"normal",55,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Leg Extension (Machine)",,"",2,"normal",55,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Seated Leg Curl (Machine)",,"",0,"normal",45,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Seated Leg Curl (Machine)",,"",1,"normal",45,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Seated Leg Curl (Machine)",,"",2,"normal",45,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Lateral Raise (Dumbbell)",,"",0,"normal",9,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Lateral Raise (Dumbbell)",,"",1,"normal",9,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Lateral Raise (Dumbbell)",,"",2,"normal",9,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Lateral Raise (Dumbbell)",,"",3,"normal",9,10,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Arnold Press (Dumbbell)",,"",0,"normal",12,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Arnold Press (Dumbbell)",,"",1,"normal",14,8,,,
"Giorno 2: Gambe e spalle","18 Mar 2025, 07:39","18 Mar 2025, 08:42","","Arnold Press (Dumbbell)",,"",2,"normal",14,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Bench Press (Barbell)",,"",0,"normal",55,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Bench Press (Barbell)",,"",3,"normal",70,6,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Chest Fly (Dumbbell)",,"",0,"normal",28,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Chest Fly (Dumbbell)",,"",1,"normal",28,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Concentration Curl",,"",0,"normal",14,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Concentration Curl",,"",1,"normal",14,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Preacher Curl (Barbell)",,"",0,"normal",30,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Preacher Curl (Barbell)",,"",1,"normal",30,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Preacher Curl (Barbell)",,"",2,"normal",30,10,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Seated Incline Curl (Dumbbell)",,"",0,"normal",16,6,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Seated Incline Curl (Dumbbell)",,"",1,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","17 Mar 2025, 07:51","17 Mar 2025, 08:37","","Seated Incline Curl (Dumbbell)",,"",2,"normal",16,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Overhead Press (Dumbbell)",,"",0,"normal",15,10,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Overhead Press (Dumbbell)",,"",1,"normal",15,10,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Overhead Press (Dumbbell)",,"",2,"normal",15,10,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Overhead Press (Dumbbell)",,"",3,"normal",15,10,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Incline Curl (Dumbbell)",,"",0,"normal",16,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Incline Curl (Dumbbell)",,"",1,"normal",16,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Incline Curl (Dumbbell)",,"",2,"normal",16,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Seated Incline Curl (Dumbbell)",,"",3,"normal",16,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",15,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",15,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12.5,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Dumbbell Row",,"",0,"normal",15,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Dumbbell Row",,"",1,"normal",15,8,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Push Up",,"",0,"normal",,20,,,
"Giorno 4: Total body","16 Mar 2025, 08:53","16 Mar 2025, 09:40","","Push Up",,"",1,"normal",,20,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Push Up",,"",0,"normal",,25,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Push Up",,"",1,"normal",,20,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Push Up",,"",2,"normal",,15,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Push Up",,"",3,"normal",,20,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Squat (Bodyweight)",,"",1,"normal",,15,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Squat (Bodyweight)",,"",2,"normal",,10,,,
"Allenamento serale 🏋️","13 Mar 2025, 20:08","13 Mar 2025, 20:20","","Squat (Bodyweight)",,"",3,"normal",,25,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown (Cable)",,"",0,"normal",65,5,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown (Cable)",,"",1,"normal",60,6,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown (Cable)",,"",2,"normal",60,6,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",50,10,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",50,10,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",55,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",7.5,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",7.5,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Pushdown",,"",0,"normal",30,10,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Pushdown",,"",1,"normal",32.5,10,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Pushdown",,"",2,"normal",32.5,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Dip",,"",0,"normal",,10,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Dip",,"",1,"normal",,12,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Triceps Dip",,"",2,"normal",,12,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Skullcrusher (Dumbbell)",,"",0,"normal",14,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Skullcrusher (Dumbbell)",,"",1,"normal",14,8,,,
"Giorno 3: Schiena e Tricipiti","13 Mar 2025, 07:50","13 Mar 2025, 08:33","","Skullcrusher (Dumbbell)",,"",2,"normal",14,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Squat (Barbell)",,"",0,"normal",20,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Squat (Barbell)",,"",1,"normal",50,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Squat (Barbell)",,"",2,"normal",50,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Squat (Barbell)",,"",3,"normal",50,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Upright Row (Barbell)",,"",0,"normal",40,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Upright Row (Barbell)",,"",1,"normal",40,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Upright Row (Barbell)",,"",2,"normal",40,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Upright Row (Barbell)",,"",3,"normal",40,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Leg Extension (Machine)",,"",0,"normal",40,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Leg Extension (Machine)",,"",1,"normal",45,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Leg Extension (Machine)",,"",2,"normal",45,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Seated Leg Curl (Machine)",,"",0,"normal",45,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Seated Leg Curl (Machine)",,"",1,"normal",45,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Seated Leg Curl (Machine)",,"",2,"normal",45,10,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Seated Leg Curl (Machine)",,"",3,"normal",45,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Lateral Raise (Dumbbell)",,"",0,"normal",9,12,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Lateral Raise (Dumbbell)",,"",1,"normal",9,12,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Lateral Raise (Dumbbell)",,"",2,"normal",9,12,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Crunch",,"",0,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Crunch",,"",1,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Crunch",,"",2,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Glute Bridge",,"",0,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Glute Bridge",,"",1,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Glute Bridge",,"",2,"normal",,20,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Overhead Press (Dumbbell)",,"",0,"normal",16,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Overhead Press (Dumbbell)",,"",1,"normal",16,8,,,
"Giorno 2: Gambe e spalle","12 Mar 2025, 18:01","12 Mar 2025, 19:23","","Overhead Press (Dumbbell)",,"",2,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bench Press (Barbell)",,"",0,"normal",70,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bench Press (Barbell)",,"",1,"normal",70,7,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bench Press (Barbell)",,"",2,"normal",70,7,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bench Press (Barbell)",,"",3,"normal",70,7,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bicep Curl (Dumbbell)",,"",0,"normal",14,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bicep Curl (Dumbbell)",,"",1,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bicep Curl (Dumbbell)",,"",2,"normal",16,8,,,
"Giorno 1: Petto e bicipiti","11 Mar 2025, 18:50","11 Mar 2025, 19:44","","Bicep Curl (Cable)",,"",0,"normal",20,10,,,
